sentence,entity,generated text
"A separation method is proposed that is nearly statistically efficient -LRB- approaching the corresponding Cramér-Rao lower bound -RRB- , if the separated signals obey the assumed model .","[('separation method', 'Method'), ('Cramér-Rao lower bound -RRB-', 'OtherScientificTerm'), ('assumed model', 'Generic')]"," separation method(Method), separation margin(OtherScientificTerm), "
"In the case of natural speech signals , the method is shown to have separation accuracy better than the state-of-the-art methods .","[('natural speech signals', 'OtherScientificTerm'), ('method', 'Generic'), ('separation accuracy', 'Metric'), ('methods', 'Generic')]"," natural speech signals(OtherScientificTerm), "
This paper proposes to use a convolution kernel over parse trees to model syntactic structure information for relation extraction .,"[('convolution kernel over parse trees', 'Method'), ('syntactic structure information', 'OtherScientificTerm'), ('relation extraction', 'Task')]"," convolution kernel(Method), syntactic structure information(OtherScientificTerm), relations(OtherScientificTerm), "
Our study reveals that the syntactic structure features embedded in a parse tree are very effective for relation extraction and these features can be well captured by the convolution tree kernel .,"[('syntactic structure features', 'OtherScientificTerm'), ('parse tree', 'OtherScientificTerm'), ('relation extraction', 'Task'), ('features', 'Generic'), ('convolution tree kernel', 'Method')]"," syntactic structure(OtherScientificTerm), relation extraction(Task), statistical relationship(OtherScientificTerm), "
Evaluation on the ACE 2003 corpus shows that the convolution kernel over parse trees can achieve comparable performance with the previous best-reported feature-based methods on the 24 ACE relation subtypes .,"[('ACE 2003 corpus', 'Material'), ('convolution kernel over parse trees', 'Method'), ('feature-based methods', 'Method')]"," evaluation(Generic), adaptation methods(Method), ranking methods(Method), "
It also shows that our method significantly outperforms the previous two dependency tree kernels on the 5 ACE relation major types .,"[('method', 'Generic'), ('dependency tree kernels', 'Method')]"," method(Generic), dependency tree relations(OtherScientificTerm), "
This paper presents the results of automatically inducing a Combinatory Categorial Grammar -LRB- CCG -RRB- lexicon from a Turkish dependency treebank .,"[('automatically inducing a Combinatory Categorial Grammar -LRB- CCG -RRB- lexicon', 'Task'), ('Combinatory Categorial Grammar -LRB- CCG -RRB- lexicon', 'OtherScientificTerm'), ('Turkish dependency treebank', 'Material')]"," ag-glutinative-mentative-mentative-mentation(Method), sentence-based"
The fact that Turkish is an agglutinating free word order language presents a challenge for language theories .,"[('Turkish', 'Material'), ('agglutinating free word order language', 'Material'), ('language theories', 'Method')]"," Turkish(Material), "
"We explored possible ways to obtain a compact lexicon , consistent with CCG principles , from a treebank which is an order of magnitude smaller than Penn WSJ .","[('compact lexicon', 'OtherScientificTerm'), ('CCG principles', 'Method'), ('treebank', 'Generic'), ('Penn WSJ', 'Material')]"," compact lexicon(OtherScientificTerm), identifying and annotating the resulting complex sublanguage(Material), and more interestingly"
"While sentence extraction as an approach to summarization has been shown to work in documents of certain genres , because of the conversational nature of email communication where utterances are made in relation to one made previously , sentence extraction may not capture the necessary segments of dialogue that would make a summary coherent .","[('sentence extraction', 'Method'), ('summarization', 'Task'), ('email communication', 'Material'), ('sentence extraction', 'Method')]", approach
"In this paper , we present our work on the detection of question-answer pairs in an email conversation for the task of email summarization .","[('detection of question-answer pairs', 'Task'), ('email conversation', 'Material'), ('email summarization', 'Task')]"," question answering(Task), automatic extraction of keywords(Task), "
We show that various features based on the structure of email-threads can be used to improve upon lexical similarity of discourse segments for question-answer pairing .,"[('features', 'OtherScientificTerm'), ('structure of email-threads', 'OtherScientificTerm'), ('lexical similarity', 'OtherScientificTerm'), ('discourse segments', 'OtherScientificTerm'), ('question-answer pairing', 'Task')]"," features(OtherScientificTerm), analysis of the web(Task), question-response(Task), "
In this paper we discuss object detection when only a small number of training examples are given .,"[('object detection', 'Task')]"," detection(Task), "
"Specifically , we show how to incorporate a simple prior on the distribution of natural images into support vector machines .","[('prior on the distribution of natural images', 'OtherScientificTerm'), ('support vector machines', 'Method')]"," natural images(Material), prior(OtherScientificTerm), vector machines(Method), "
"SVMs are known to be robust to overfitting ; however , a few training examples usually do not represent well the structure of the class .","[('SVMs', 'Method'), ('overfitting', 'OtherScientificTerm')]"," training examples(Material), class(Generic), "
Thus the resulting detectors are not robust and highly depend on the choice of the training examples .,"[('detectors', 'Method')]"," detection(Task), "
"We incorporate the prior on natural images by requiring that the separating hyperplane will not only yield a wide margin , but also that the corresponding positive half space will have a low probability to contain natural images -LRB- the background -RRB- .","[('prior on natural images', 'OtherScientificTerm'), ('hyperplane', 'OtherScientificTerm')]"," natural images(Material), image("
"Our experiments on real data sets show that the resulting detector is more robust to the choice of training examples , and substantially improves both linear and kernel SVM when trained on 10 positive and 10 negative examples .","[('real data sets', 'Material'), ('detector', 'Method'), ('linear and kernel SVM', 'Method')]"," real data sets(Material), training examples(Material), SVM(Method), "
"Although the study of clustering is centered around an intuitively compelling goal , it has been very difficult to develop a unified framework for reasoning about it at a technical level , and profoundly diverse approaches to clustering abound in the research community .","[('clustering', 'Task'), ('unified framework', 'Method'), ('reasoning', 'Task')]"," clustering(Method), "
"Here we suggest a formal perspective on the difficulty in finding such a unification , in the form of an impossibility theorem : for a set of three simple properties , we show that there is no clustering function satisfying all three .","[('unification', 'Method'), ('impossibility theorem', 'Method'), ('clustering function', 'OtherScientificTerm')]"," BLEU(Method), "
"Relaxations of these properties expose some of the interesting -LRB- and unavoidable -RRB- trade-offs at work in well-studied clustering techniques such as single-linkage , sum-of-pairs , k-means , and k-median .","[('well-studied clustering techniques', 'Method'), ('single-linkage', 'Method'), ('sum-of-pairs', 'Method'), ('k-means', 'Method'), ('k-median', 'Method')]", clust
We investigate independent and relevant event-based extractive mutli-document summarization approaches .,"[('independent and relevant event-based extractive mutli-document summarization approaches', 'Method')]"," automatic and unsupervised summarization approaches(Method), "
"With independent approach , we identify important contents by frequency of events .","[('independent approach', 'Method')]"," information(Generic), discourse structure(OtherScientificTerm), "
